Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
AHR,2025-09-29,41.87,-0.66,7.11B,50.88,,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,YTD"
AHT,2025-09-29,5.88,1.36,35.57M,-21.09,1.53,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,MA50x200"
AI,2025-09-29,17.36,1.25,2.36B,-49.94,2.42,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,StochRSI,MA50x200"
AIFF,2025-09-29,2.92,2.1,38.30M,14.06,,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,MarketCap,Beta,StochRSI,MA50x200"
AIFU,2025-09-29,5.16,-1.9,70.33M,-77.57,,,,,"AIFU Inc is an independent financial services provider in China. It offer end-to-end business solutions spanning compliance, technology, products, services, capital flow and professional training. It connects customers with insurance protection, retirement planning, health management, asset management, and family governance services. The company operated in two segments: the insurance agency segment, which derives maximum revenue, consists of providing agency services for distributing life insurance products and non-life insurance products on behalf of insurance companies, and the claims adjusting segment consisting of providing pre-underwriting survey services, claims adjusting services, disposal of residual value services, loading/unloading supervision services and consulting services.","Volume,MarketCap,Beta,YTD"
AIG,2025-09-29,77.91,-0.1,43.20B,6.75,0.73,,,,"FIRE, MARINE & CASUALTY INSURANCE","Beta,StochRSI,MA50x200"
AIHS,2025-09-29,2.21,-4.36,2.57M,-77.86,0.26,,,,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),"Universe,MarketCap,Beta,YTD,MA50x200"
AII,2025-09-29,21.89,-0.43,430.19M,29.5,,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,StochRSI"
AIIO,2025-09-29,1.92,-6.38,692.09M,49.95,,,,,"Robo.ai Inc is a pioneering smart electric vehicle company which aims to integrate avant-garde design, life-style personalization, IoT connectivity, and autonomous driving technology into a passenger-centric green premium mobility solution to the world. Geographically, the company operates in The United States, The United Arab Emirates, Mainland China.","Universe,MarketCap,Beta,StochRSI"
AIM,2025-09-29,2.73,1.87,7.26M,1158.06,1.03,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,YTD,StochRSI"
AIMD,2025-09-29,3.46,-0.57,16.56M,38.4,0.56,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta"
AIN,2025-09-29,52.73,-1.55,1.58B,-33.42,1.06,,,,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK","Volume,MarketCap,MA50x200"
AIOT,2025-09-29,5.18,-0.1,692.57M,-17.7,,,,,"COMMUNICATIONS EQUIPMENT, NEC","MarketCap,Beta,MA50x200"
AIP,2025-09-29,9.98,3.1,412.85M,-16.06,2.16,,,,SEMICONDUCTORS & RELATED DEVICES,"MarketCap,StochRSI"
AIR,2025-09-29,87.47,1.31,3.12B,42.03,1.02,,,,AIRCRAFT & PARTS,"Volume,StochRSI"
AIRE,2025-09-29,0.78,-7.95,76.61M,-67.36,,,,,REAL ESTATE,"Universe,MarketCap,Beta,YTD,MA50x200"
AIRG,2025-09-29,4.2,2.19,48.92M,-38.42,0.85,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"Universe,Volume,MarketCap,Beta,MA50x200"
AIRI,2025-09-29,3.12,-0.11,14.89M,-26.84,0.64,,,,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
AIRJ,2025-09-29,4.87,-6.26,313.68M,-39.04,,,,,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
AIRO,2025-09-29,19.3,1.14,523.19M,-19.6,,,,,"AIRO Group Holdings Inc is an aerospace, autonomy, and air mobility platform targeting aerospace and defense opportunities. The company is organized into four operating segments: Drones, which derive maximum revenue, Avionics, Training, and Electric Air Mobility. The Drones segment develops, manufactures, and sells drones. The Avionics segment develops, manufactures, and sells avionics for military and general aviation aircraft, drones, and electric vertical takeoff and landing (eVTOL) aircraft. The Training segment provides military pilot training, and the Electric Air Mobility segment is developing a rotorcraft eVTOL for cargo and passenger use for fixed route flights, on-demand trips, and cargo operations. Geographically, it generates maximum revenue from the United States.","MarketCap,Beta,MA50x200"
AIRS,2025-09-29,7.81,5.26,463.28M,44.1,2.09,,,,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,"MarketCap,StochRSI"
AIRT,2025-09-29,25.23,6.91,63.78M,29.12,0.42,,,,AIR COURIER SERVICES,"Volume,MarketCap,Beta,StochRSI"
AISP,2025-09-29,5.29,0.28,168.48M,-11.31,,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,Beta,StochRSI"
AIT,2025-09-29,259.2,-0.85,9.87B,8.63,1.19,,,,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Volume
AIV,2025-09-29,7.79,0.58,1.10B,-13.98,0.88,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta,StochRSI,MA50x200"
AIZ,2025-09-29,213.68,-0.9,10.88B,1.07,0.66,,,,"INSURANCE CARRIERS, NEC","Volume,Beta,StochRSI"
AJG,2025-09-29,304.36,0.07,77.97B,10.32,0.49,,,,"INSURANCE AGENTS, BROKERS & SERVICE","Beta,StochRSI,MA50x200"
AKA,2025-09-29,9.93,-1.64,109.53M,-46.3,1.3,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,"Volume,MarketCap,MA50x200"
AKAM,2025-09-29,76.69,0.83,10.90B,-19.63,0.97,,,,"SERVICES-BUSINESS SERVICES, NEC","Beta,MA50x200"
AKAN,2025-09-29,4.7,21.13,2.83M,-11.01,1.5,,,,"Akanda Corp is a cannabis cultivation, manufacturing, and distribution company. The company has three reportable segments: Cultivation, Distribution, and Corporate. A majority of its revenue is generated from the Distribution segment, which relates to the distribution of medical cannabis products, including cannabis oil and cannabis flower for medical use in the United Kingdom.","Universe,Volume,MarketCap,StochRSI,MA50x200"
AKBA,2025-09-29,2.72,-0.73,726.50M,43.16,1.47,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap"
AKR,2025-09-29,20.2,0.57,2.63B,-15.46,0.95,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta,StochRSI,MA50x200"
AKRO,2025-09-29,47.63,-0.22,3.82B,69.64,1.18,,,,PHARMACEUTICAL PREPARATIONS,"YTD,StochRSI"
AL,2025-09-29,63.53,0.03,7.10B,32.46,1.18,,,,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",
ALAB,2025-09-29,200.21,1.23,32.87B,48.71,,,,,SEMICONDUCTORS & RELATED DEVICES,Beta
ALB,2025-09-29,87.19,-1.04,10.37B,2.3,1.66,,,,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",StochRSI
ALBT,2025-09-29,2.42,-1.63,9.43M,-29.45,0.67,,,,SERVICES-COMPUTER PROGRAMMING SERVICES,"Universe,Volume,MarketCap,Beta,MA50x200"
ALC,2025-09-29,74.26,0.46,36.55B,-11.01,0.81,,,,"Alcon is one of the leading visioncare companies in the world. Following nine years as a Novartis subsidiary, it was spun off as a public company in April 2019. Alcon operates in two segments: visioncare and surgical. Visioncare comprises contact lenses, lenscare solutions, and a suite of ocular health products. With brands like Dailies, Total1, and Air Optix, Alcon controls about one fourth of the US contact lens market. Surgical comprises intraocular lenses, ophthalmic surgical equipment, and consumables used during surgeries. Its main products include Centurion, a phacoemulsification device used during cataract surgeries, and a portfolio of IOLs including PanOptix and Vivity. Alcon has one of the largest installed bases of eye surgical equipment in the world.","Beta,MA50x200"
ALCO,2025-09-29,33.5,-0.15,256.50M,29.34,0.72,,,,"Alico Inc is a Florida-based agribusiness and land management company that primarily focuses on citrus production and grove conservation. The company operates through two primary business units: Alico Citrus and Land Management and Other Operations. The Alico Citrus segment engages in the cultivation of citrus trees and delivers citrus to the processed and fresh citrus markets. It mainly serves the processed market and sells primarily Hamlin oranges and the Valencia variety to the orange juice processors. The Land Management and Other Operations segment engages in land leasing for recreational, conservation, and mining activities. Alico Citrus delivers most of the revenue as the firm's primary operating business unit.","Volume,MarketCap,Beta"
ALCY,2025-09-29,11.6,0.78,51.98M,6.03,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALDF,2025-09-29,10.44,0.38,310.63M,5.24,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALDX,2025-09-29,5.24,3.25,304.43M,0.29,1.26,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,StochRSI"
ALE,2025-09-29,66.16,-0.17,3.85B,1.93,0.36,,,,ELECTRIC & OTHER SERVICES COMBINED,"Beta,StochRSI,MA50x200"
ALEC,2025-09-29,3.04,-2.1,313.76M,60.58,1.79,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,MarketCap,YTD"
ALEX,2025-09-29,18.09,-0.69,1.33B,2.64,0.73,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta"
ALF,2025-09-29,10.55,-0.09,379.50M,4.35,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALG,2025-09-29,189.95,-1.39,2.33B,5.43,0.92,,,,FARM MACHINERY & EQUIPMENT,"Volume,MarketCap,Beta"
ALGM,2025-09-29,29.48,-0.77,5.50B,29.24,1.88,,,,SEMICONDUCTORS & RELATED DEVICES,
ALGN,2025-09-29,127.21,0.81,9.15B,-38.99,1.57,,,,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",MA50x200
ALGS,2025-09-29,9.56,-2.35,68.05M,-75.99,1.69,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,YTD,MA50x200"
ALGT,2025-09-29,62.19,2.66,1.11B,-32.37,1.63,,,,"AIR TRANSPORTATION, SCHEDULED","Volume,MarketCap,MA50x200"
ALHC,2025-09-29,17.45,-0.43,3.47B,50.99,0.57,,,,HOSPITAL & MEDICAL SERVICE PLANS,"Beta,YTD,StochRSI"
ALIT,2025-09-29,3.28,0.92,1.72B,-51.41,1.34,,,,"SERVICES-BUSINESS SERVICES, NEC","Universe,MarketCap,YTD,StochRSI,MA50x200"
ALK,2025-09-29,50.84,-0.07,5.87B,-20.93,1.2,,,,"AIR TRANSPORTATION, SCHEDULED",
ALKS,2025-09-29,28.84,3.41,4.60B,0.31,0.58,,,,PHARMACEUTICAL PREPARATIONS,"Beta,StochRSI,MA50x200"
ALKT,2025-09-29,24.87,-3.15,2.67B,-32.6,1.45,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,MA50x200"
ALL,2025-09-29,210.3,-1.16,56.06B,9.56,0.52,,,,"FIRE, MARINE & CASUALTY INSURANCE","Beta,StochRSI"
ALLE,2025-09-29,175.35,0.19,15.02B,36.36,0.98,,,,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",Beta
ALLO,2025-09-29,1.26,0.8,277.35M,-42.73,1.68,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,MarketCap,StochRSI,MA50x200"
ALLR,2025-09-29,1.55,-1.58,23.10M,40.09,0.54,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta"
ALLT,2025-09-29,9.86,-0.8,457.18M,59.29,1.11,,,,"Allot Ltd is a provider of network intelligence and security solutions for service providers and enterprises. The company's solutions are deployed globally for network and application analytics, traffic control and shaping, and network-based security services. The firm's multi-service platforms are deployed by mobile, fixed, and cloud service providers and enterprises. The company has a customer base in Europe, Asia and Oceania, the Americas, the Middle East, and Africa.","MarketCap,YTD"
ALLY,2025-09-29,40.0,-0.4,12.36B,11.86,1.47,,,,STATE COMMERCIAL BANKS,
ALM,2025-09-29,6.22,4.85,1.29B,30.35,,,,,"Almonty Industries Inc is engaged in the mining, processing, and shipping of tungsten concentrate from its Los Santos tungsten mine located near Salamanca, Spain - the Los Santos Mine, the processing and shipping of tungsten concentrate from its Panasqueira tin and tungsten mine in Covilha, Castelo Branco, Portugal - the Panasqueira Mine, the evaluation of its Valtreixal tin and tungsten mine project located in Western Spain in the province of Zamora - the Valtreixal Mine, as well as the exploration and evaluation of its Sangdong tungsten mine project located in Gangwon Province, Republic of Korea - the Sangdong Mine.","MarketCap,Beta,StochRSI,MA50x200"
ALMS,2025-09-29,3.99,-1.48,421.46M,-51.46,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
ALMU,2025-09-29,17.72,0.45,314.84M,129.83,1.23,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,YTD,StochRSI"
ALNT,2025-09-29,43.61,-0.43,742.28M,78.07,1.38,,,,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,"Volume,MarketCap,YTD"
ALNY,2025-09-29,448.09,0.38,58.51B,91.8,0.97,,,,PHARMACEUTICAL PREPARATIONS,"Beta,YTD"
ALOT,2025-09-29,10.21,0.2,77.81M,-12.06,0.42,,,,"COMPUTER PERIPHERAL EQUIPMENT, NEC","Volume,MarketCap,Beta,StochRSI"
ALRM,2025-09-29,52.23,-0.93,2.63B,-12.7,1.12,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,MA50x200"
ALRS,2025-09-29,22.12,-2.21,574.46M,15.57,0.97,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta"
ALSN,2025-09-29,84.52,-1.35,7.16B,-21.5,0.98,,,,MOTOR VEHICLE PARTS & ACCESSORIES,"Beta,MA50x200"
ALT,2025-09-29,3.83,-4.25,353.03M,-46.13,1.79,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,StochRSI,MA50x200"
ALTG,2025-09-29,7.2,0.0,230.75M,9.92,1.57,,,,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,"Volume,MarketCap,StochRSI"
ALTI,2025-09-29,3.55,-3.53,373.68M,-19.13,1.08,,,,INVESTMENT ADVICE,"Universe,Volume,MarketCap"
ALTO,2025-09-29,1.08,-0.46,84.36M,-35.8,1.33,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
ALTS,2025-09-29,2.79,-9.84,387.33M,-45.73,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta,MA50x200"
ALUR,2025-09-29,2.01,-3.83,16.22M,-80.73,1.4,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,YTD,MA50x200"
ALV,2025-09-29,124.73,-0.36,9.62B,35.13,1.06,,,,MOTOR VEHICLE PARTS & ACCESSORIES,
ALVO,2025-09-29,8.32,-0.24,2.60B,-36.78,0.56,,,,Alvotech is an integrated biopharmaceutical company committed to developing and manufacturing high-quality biosimilar medicines for patients globally. its purpose is to improve the health and quality of life of patients around the world by improving access to treatments for various diseases.,"Volume,MarketCap,Beta,StochRSI,MA50x200"
ALX,2025-09-29,230.65,-1.98,1.20B,17.55,0.64,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta"
ALXO,2025-09-29,1.76,-5.85,100.14M,12.86,1.42,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
ALZN,2025-09-29,2.36,-2.07,7.57M,-78.15,1.0,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AM,2025-09-29,19.41,-0.89,9.37B,25.36,0.8,,,,NATURAL GAS TRANSMISSION,"Beta,StochRSI"
AMAL,2025-09-29,27.12,-2.06,833.72M,-18.24,0.92,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,MA50x200"
AMAT,2025-09-29,206.45,1.24,162.45B,25.99,1.84,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AMBA,2025-09-29,83.63,0.42,3.56B,12.86,2.15,,,,SEMICONDUCTORS & RELATED DEVICES,
AMBC,2025-09-29,9.97,4.51,442.67M,-19.66,0.73,,,,SURETY INSURANCE,"MarketCap,Beta,StochRSI"
AMBI,2025-09-29,1.04,-17.46,69.84M,-80.56,0.79,,,,"Ambipar Emergency Response is a environmental, emergency response and industrial field service provider in Brazil with presence in 16 countries in Latin America, North America, Europe, Africa and Antarctica. The company provides customers with a full suite of environmental services organized around prevention, training and emergency response on all transportation modes. The portfolio includes a broad variety of services such as environmental remediation, industrial field services, industrial cleaning of chemical and non-chemical products and of hazardous and non-hazardous waste, consulting services focused on accident prevention and environmental licensing.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AMBP,2025-09-29,3.98,0.89,2.35B,33.84,0.84,,,,"Ardagh Metal Packaging SA is a supplier of infinitely recyclable, sustainable, metal beverage cans and ends to brand owners. The company deals with multiple categories of products including beer, carbonated soft drinks, energy drinks, hard seltzers, juices, pre-mixed cocktails, teas, sparkling waters, and wine. Its segment includes Europe and the Americas. It derives a majority of its revenue from the Americas.","Universe,MarketCap,Beta,StochRSI"
AMBQ,2025-09-29,30.62,1.8,548.52M,-20.53,,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,Beta"
AMC,2025-09-29,3.0,3.63,1.48B,-25.5,1.49,,,,SERVICES-MOTION PICTURE THEATERS,"Universe,MarketCap,StochRSI,MA50x200"
AMCR,2025-09-29,8.15,1.3,18.58B,-12.78,0.74,,,,MISCELLANEOUS MANUFACTURING INDUSTRIES,"Beta,StochRSI,MA50x200"
AMCX,2025-09-29,8.32,-0.12,361.39M,-16.63,1.34,,,,CABLE & OTHER PAY TELEVISION SERVICES,"MarketCap,StochRSI"
AMD,2025-09-29,162.8,2.09,258.78B,34.96,2.01,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AME,2025-09-29,186.83,0.24,43.05B,4.77,0.89,,,,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Beta
AMG,2025-09-29,238.56,-0.2,6.79B,27.64,1.1,,,,INVESTMENT ADVICE,Volume
AMGN,2025-09-29,273.98,0.37,146.96B,5.67,0.51,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Beta,MA50x200"
AMH,2025-09-29,32.44,-0.55,12.10B,-11.73,0.72,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,MA50x200"
AMIX,2025-09-29,1.06,0.95,6.24M,-68.55,,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AMKR,2025-09-29,28.72,-1.05,7.17B,10.42,1.87,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AMLX,2025-09-29,14.36,-1.1,1.55B,267.26,1.31,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,YTD,StochRSI"
AMN,2025-09-29,18.62,-1.32,723.18M,-24.15,0.77,,,,SERVICES-HELP SUPPLY SERVICES,"MarketCap,Beta,StochRSI,MA50x200"
AMOD,2025-09-29,1.17,8.33,45.32M,-60.61,,,,,PATENT OWNERS & LESSORS,"Universe,MarketCap,Beta,YTD,MA50x200"
AMP,2025-09-29,498.74,-0.11,47.07B,-5.89,1.13,,,,INVESTMENT ADVICE,"Volume,StochRSI,MA50x200"
AMPG,2025-09-29,3.93,2.35,79.00M,-21.55,1.32,,,,"COMMUNICATIONS EQUIPMENT, NEC","Universe,Volume,MarketCap"
AMPH,2025-09-29,26.86,0.04,1.25B,-26.13,0.71,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,Beta"
AMPL,2025-09-29,11.49,1.01,1.51B,7.43,1.69,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,StochRSI"
AMPX,2025-09-29,10.74,-1.74,1.37B,275.52,1.79,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","MarketCap,YTD,StochRSI"
AMPY,2025-09-29,5.39,-11.21,245.63M,-11.64,1.05,,,,CRUDE PETROLEUM & NATURAL GAS,"MarketCap,StochRSI"
AMR,2025-09-29,165.49,1.75,2.12B,-17.95,0.96,,,,BITUMINOUS COAL & LIGNITE SURFACE MINING,"Volume,MarketCap,Beta,StochRSI"
AMRC,2025-09-29,34.13,-1.88,1.83B,35.78,1.97,,,,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,"MarketCap,StochRSI"
AMRK,2025-09-29,26.85,0.75,656.64M,-3.35,0.86,,,,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS","Volume,MarketCap,Beta"
AMRX,2025-09-29,9.83,0.82,3.06B,26.68,1.32,,,,PHARMACEUTICAL PREPARATIONS,
AMRZ,2025-09-29,47.45,-0.46,26.37B,-8.73,,,,,"CEMENT, HYDRAULIC",Beta
AMS,2025-09-29,2.98,2.76,18.88M,-4.79,0.3,,,,SERVICES-MEDICAL LABORATORIES,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
AMSC,2025-09-29,60.31,2.97,2.65B,136.05,2.51,,,,MOTORS & GENERATORS,"MarketCap,YTD"
AMSF,2025-09-29,43.33,-1.01,831.22M,-15.44,0.44,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,StochRSI,MA50x200"
AMST,2025-09-29,3.17,0.63,14.40M,-28.12,0.95,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,MarketCap,Beta"
AMT,2025-09-29,194.26,-0.01,90.97B,7.31,0.47,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,StochRSI,MA50x200"
AMTB,2025-09-29,19.37,-2.86,832.48M,-10.16,1.16,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap"
AMTM,2025-09-29,22.77,0.89,5.49B,5.12,,,,,"SERVICES-BUSINESS SERVICES, NEC","Beta,StochRSI"
AMTX,2025-09-29,2.35,-7.28,160.63M,-16.49,2.32,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,StochRSI"
AMWD,2025-09-29,68.68,-1.04,1.01B,-12.8,1.41,,,,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS","Volume,MarketCap,StochRSI"
AMWL,2025-09-29,6.12,-1.29,100.14M,-13.07,1.84,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,MA50x200"
AMZE,2025-09-29,2.02,-28.37,16.43M,-85.6,,,,,RETAIL-EATING PLACES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
AMZN,2025-09-29,221.49,0.78,2.34T,0.57,1.49,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,
AN,2025-09-29,217.18,-0.22,8.21B,30.09,1.11,,,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Volume
ANAB,2025-09-29,23.71,0.55,659.60M,77.47,0.95,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,Beta,YTD,StochRSI"
ANDE,2025-09-29,39.52,-2.73,1.39B,-1.45,0.86,,,,WHOLESALE-FARM PRODUCT RAW MATERIALS,"Volume,MarketCap,Beta,StochRSI"
ANEB,2025-09-29,2.4,0.0,98.60M,51.9,0.4,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI"
ANET,2025-09-29,143.38,0.62,179.10B,28.26,1.75,,,,COMPUTER COMMUNICATIONS EQUIPMENT,
ANF,2025-09-29,84.65,-1.44,4.04B,-44.76,1.38,,,,RETAIL-FAMILY CLOTHING STORES,StochRSI
ANGH,2025-09-29,2.95,0.04,19.73M,-63.11,0.6,,,,"Anghami Inc is a digital music entertainment technology platform in the Middle East and North Africa, with a catalog of songs. The company features licensed content from Arabic labels, independent artists, and distributors. It also features music from International labels such as Universal, Sony, and Warner Music. It generates the majority of its revenue from subscriptions.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
ANGI,2025-09-29,16.66,-0.48,742.29M,2.84,1.43,,,,SERVICES-ADVERTISING,MarketCap
