Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
AHH,2025-09-26,6.81,0.15,545.88M,-32.44,0.91,,,,REAL ESTATE,"Volume,MarketCap,Beta,MA50x200"
AHL,2025-09-26,36.65,-0.05,3.37B,12.77,,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,Beta"
AHR,2025-09-26,42.15,1.05,7.11B,51.89,,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,Beta,YTD"
AHT,2025-09-26,5.8,-0.17,35.57M,-22.15,1.54,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,MA50x200"
AI,2025-09-26,17.14,-0.81,2.36B,-50.56,2.42,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,YTD,StochRSI,MA50x200"
AIFF,2025-09-26,2.86,-1.04,38.30M,11.72,,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
AIFU,2025-09-26,5.26,-5.05,70.33M,-77.13,,,,,"AIFU Inc is an independent financial services provider in China. It offer end-to-end business solutions spanning compliance, technology, products, services, capital flow and professional training. It connects customers with insurance protection, retirement planning, health management, asset management, and family governance services. The company operated in two segments: the insurance agency segment, which derives maximum revenue, consists of providing agency services for distributing life insurance products and non-life insurance products on behalf of insurance companies, and the claims adjusting segment consisting of providing pre-underwriting survey services, claims adjusting services, disposal of residual value services, loading/unloading supervision services and consulting services.","Volume,MarketCap,Beta,YTD"
AIG,2025-09-26,77.98,1.14,43.20B,6.85,0.73,,,,"FIRE, MARINE & CASUALTY INSURANCE","Beta,StochRSI,MA50x200"
AIHS,2025-09-26,2.31,2.43,2.57M,-76.85,0.32,,,,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AII,2025-09-26,21.98,2.85,430.19M,30.06,,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,StochRSI"
AIIO,2025-09-26,2.05,-15.64,692.09M,60.16,,,,,"Robo.ai Inc is a pioneering smart electric vehicle company which aims to integrate avant-garde design, life-style personalization, IoT connectivity, and autonomous driving technology into a passenger-centric green premium mobility solution to the world. Geographically, the company operates in The United States, The United Arab Emirates, Mainland China.","Universe,Volume,MarketCap,Beta,YTD,StochRSI"
AIM,2025-09-26,2.68,-6.94,7.26M,1135.02,1.03,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,YTD,StochRSI"
AIMD,2025-09-26,3.48,-0.85,16.56M,39.2,0.55,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta"
AIN,2025-09-26,53.56,-1.42,1.58B,-32.37,1.06,,,,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK","Volume,MarketCap,MA50x200"
AIOT,2025-09-26,5.19,0.58,692.57M,-17.62,,,,,"COMMUNICATIONS EQUIPMENT, NEC","Volume,MarketCap,Beta,MA50x200"
AIP,2025-09-26,9.68,-1.63,412.85M,-18.59,2.15,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,StochRSI"
AIR,2025-09-26,86.34,4.45,3.12B,40.19,1.01,,,,AIRCRAFT & PARTS,"Volume,StochRSI"
AIRE,2025-09-26,0.85,-6.94,76.61M,-64.54,,,,,REAL ESTATE,"Universe,MarketCap,Beta,YTD,MA50x200"
AIRG,2025-09-26,4.11,-1.44,48.92M,-39.74,0.84,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"Universe,Volume,MarketCap,Beta,MA50x200"
AIRI,2025-09-26,3.12,0.32,14.89M,-26.76,0.63,,,,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","Universe,Volume,MarketCap,Beta,MA50x200"
AIRJ,2025-09-26,5.19,-1.33,313.68M,-34.96,,,,,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"Volume,MarketCap,Beta,StochRSI,MA50x200"
AIRO,2025-09-26,19.08,0.95,523.19M,-20.5,,,,,"AIRO Group Holdings Inc is an aerospace, autonomy, and air mobility platform targeting aerospace and defense opportunities. The company is organized into four operating segments: Drones, which derive maximum revenue, Avionics, Training, and Electric Air Mobility. The Drones segment develops, manufactures, and sells drones. The Avionics segment develops, manufactures, and sells avionics for military and general aviation aircraft, drones, and electric vertical takeoff and landing (eVTOL) aircraft. The Training segment provides military pilot training, and the Electric Air Mobility segment is developing a rotorcraft eVTOL for cargo and passenger use for fixed route flights, on-demand trips, and cargo operations. Geographically, it generates maximum revenue from the United States.","Volume,MarketCap,Beta,MA50x200"
AIRS,2025-09-26,7.42,1.5,463.28M,36.9,2.08,,,,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,"Volume,MarketCap,StochRSI"
AIRT,2025-09-26,23.6,-0.5,63.78M,20.78,0.43,,,,AIR COURIER SERVICES,"Volume,MarketCap,Beta"
AISP,2025-09-26,5.28,-1.86,168.48M,-11.56,,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,Beta,StochRSI"
AIT,2025-09-26,261.43,0.9,9.87B,9.56,1.18,,,,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Volume
AIV,2025-09-26,7.74,0.78,1.10B,-14.48,0.88,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
AIZ,2025-09-26,215.62,-0.18,10.88B,1.99,0.66,,,,"INSURANCE CARRIERS, NEC","Volume,Beta,StochRSI"
AJG,2025-09-26,304.15,0.35,77.97B,10.24,0.48,,,,"INSURANCE AGENTS, BROKERS & SERVICE","Volume,Beta,StochRSI,MA50x200"
AKA,2025-09-26,10.1,1.2,109.53M,-45.41,1.31,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,"Volume,MarketCap,MA50x200"
AKAM,2025-09-26,76.05,0.89,10.90B,-20.3,0.97,,,,"SERVICES-BUSINESS SERVICES, NEC","Beta,MA50x200"
AKAN,2025-09-26,3.88,2.37,2.83M,-26.53,1.52,,,,"Akanda Corp is a cannabis cultivation, manufacturing, and distribution company. The company has three reportable segments: Cultivation, Distribution, and Corporate. A majority of its revenue is generated from the Distribution segment, which relates to the distribution of medical cannabis products, including cannabis oil and cannabis flower for medical use in the United Kingdom.","Universe,Volume,MarketCap,StochRSI,MA50x200"
AKBA,2025-09-26,2.74,1.11,726.50M,44.21,1.49,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap"
AKR,2025-09-26,20.09,0.05,2.63B,-15.94,0.96,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta,StochRSI,MA50x200"
AKRO,2025-09-26,47.74,3.29,3.82B,70.01,1.16,,,,PHARMACEUTICAL PREPARATIONS,"Volume,YTD,StochRSI"
AL,2025-09-26,63.51,-0.16,7.10B,32.42,1.18,,,,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",
ALAB,2025-09-26,197.78,-1.43,32.87B,46.91,,,,,SEMICONDUCTORS & RELATED DEVICES,Beta
ALB,2025-09-26,88.1,3.85,10.37B,3.37,1.66,,,,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",StochRSI
ALBT,2025-09-26,2.46,2.5,9.43M,-28.28,0.67,,,,SERVICES-COMPUTER PROGRAMMING SERVICES,"Universe,Volume,MarketCap,Beta,MA50x200"
ALC,2025-09-26,73.92,0.93,36.55B,-11.42,0.81,,,,"Alcon is one of the leading visioncare companies in the world. Following nine years as a Novartis subsidiary, it was spun off as a public company in April 2019. Alcon operates in two segments: visioncare and surgical. Visioncare comprises contact lenses, lenscare solutions, and a suite of ocular health products. With brands like Dailies, Total1, and Air Optix, Alcon controls about one fourth of the US contact lens market. Surgical comprises intraocular lenses, ophthalmic surgical equipment, and consumables used during surgeries. Its main products include Centurion, a phacoemulsification device used during cataract surgeries, and a portfolio of IOLs including PanOptix and Vivity. Alcon has one of the largest installed bases of eye surgical equipment in the world.","Beta,MA50x200"
ALCO,2025-09-26,33.55,0.19,256.50M,29.54,0.74,,,,"Alico Inc is a Florida-based agribusiness and land management company that primarily focuses on citrus production and grove conservation. The company operates through two primary business units: Alico Citrus and Land Management and Other Operations. The Alico Citrus segment engages in the cultivation of citrus trees and delivers citrus to the processed and fresh citrus markets. It mainly serves the processed market and sells primarily Hamlin oranges and the Valencia variety to the orange juice processors. The Land Management and Other Operations segment engages in land leasing for recreational, conservation, and mining activities. Alico Citrus delivers most of the revenue as the firm's primary operating business unit.","Volume,MarketCap,Beta"
ALCY,2025-09-26,11.51,-4.0,51.98M,5.21,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALDF,2025-09-26,10.4,0.1,310.63M,4.84,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALDX,2025-09-26,5.07,2.42,304.43M,-2.87,1.26,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap"
ALE,2025-09-26,66.27,0.91,3.85B,2.11,0.37,,,,ELECTRIC & OTHER SERVICES COMBINED,"Volume,Beta,StochRSI,MA50x200"
ALEC,2025-09-26,3.1,5.8,313.76M,64.02,1.77,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,YTD"
ALEX,2025-09-26,18.22,0.72,1.33B,3.35,0.73,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta"
ALF,2025-09-26,10.56,0.0,379.50M,4.45,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
ALG,2025-09-26,192.62,0.17,2.33B,6.91,0.92,,,,FARM MACHINERY & EQUIPMENT,"Volume,MarketCap,Beta"
ALGM,2025-09-26,29.71,-0.74,5.50B,30.25,1.88,,,,SEMICONDUCTORS & RELATED DEVICES,
ALGN,2025-09-26,126.19,1.05,9.15B,-39.47,1.56,,,,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",MA50x200
ALGS,2025-09-26,9.79,4.59,68.05M,-75.41,1.69,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,YTD,StochRSI,MA50x200"
ALGT,2025-09-26,60.58,2.23,1.11B,-34.12,1.64,,,,"AIR TRANSPORTATION, SCHEDULED","Volume,MarketCap,MA50x200"
ALHC,2025-09-26,17.53,1.27,3.47B,51.64,0.57,,,,HOSPITAL & MEDICAL SERVICE PLANS,"Beta,YTD,StochRSI"
ALIT,2025-09-26,3.25,5.86,1.72B,-51.85,1.33,,,,"SERVICES-BUSINESS SERVICES, NEC","Universe,MarketCap,YTD,MA50x200"
ALK,2025-09-26,50.88,-0.8,5.87B,-20.87,1.21,,,,"AIR TRANSPORTATION, SCHEDULED",
ALKS,2025-09-26,27.89,2.8,4.60B,-2.99,0.58,,,,PHARMACEUTICAL PREPARATIONS,"Beta,StochRSI,MA50x200"
ALKT,2025-09-26,25.68,1.42,2.67B,-30.41,1.45,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,MA50x200"
ALL,2025-09-26,212.76,1.4,56.06B,10.84,0.51,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,Beta,StochRSI"
ALLE,2025-09-26,175.01,1.18,15.02B,36.1,0.99,,,,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES","Volume,Beta"
ALLO,2025-09-26,1.25,4.17,277.35M,-43.18,1.7,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,StochRSI,MA50x200"
ALLR,2025-09-26,1.58,2.6,23.10M,42.34,0.55,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta"
ALLT,2025-09-26,9.94,1.53,457.18M,60.58,1.11,,,,"Allot Ltd is a provider of network intelligence and security solutions for service providers and enterprises. The company's solutions are deployed globally for network and application analytics, traffic control and shaping, and network-based security services. The firm's multi-service platforms are deployed by mobile, fixed, and cloud service providers and enterprises. The company has a customer base in Europe, Asia and Oceania, the Americas, the Middle East, and Africa.","Volume,MarketCap,YTD,StochRSI"
ALLY,2025-09-26,40.16,-1.64,12.36B,12.3,1.46,,,,STATE COMMERCIAL BANKS,
ALM,2025-09-26,5.93,4.96,1.29B,24.32,,,,,"Almonty Industries Inc is engaged in the mining, processing, and shipping of tungsten concentrate from its Los Santos tungsten mine located near Salamanca, Spain - the Los Santos Mine, the processing and shipping of tungsten concentrate from its Panasqueira tin and tungsten mine in Covilha, Castelo Branco, Portugal - the Panasqueira Mine, the evaluation of its Valtreixal tin and tungsten mine project located in Western Spain in the province of Zamora - the Valtreixal Mine, as well as the exploration and evaluation of its Sangdong tungsten mine project located in Gangwon Province, Republic of Korea - the Sangdong Mine.","Volume,MarketCap,Beta,StochRSI,MA50x200"
ALMS,2025-09-26,4.05,1.5,421.46M,-50.73,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
ALMU,2025-09-26,17.64,-2.16,314.84M,128.79,1.23,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,YTD,StochRSI"
ALNT,2025-09-26,43.8,0.37,742.28M,78.85,1.38,,,,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,"Volume,MarketCap,YTD"
ALNY,2025-09-26,446.4,-0.71,58.51B,91.08,0.96,,,,PHARMACEUTICAL PREPARATIONS,"Volume,Beta,YTD"
ALOT,2025-09-26,10.19,-0.2,77.81M,-12.23,0.42,,,,"COMPUTER PERIPHERAL EQUIPMENT, NEC","Volume,MarketCap,Beta,StochRSI"
ALRM,2025-09-26,52.72,2.79,2.63B,-11.88,1.12,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,MA50x200"
ALRS,2025-09-26,22.62,-0.57,574.46M,18.18,0.97,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta"
ALSN,2025-09-26,85.68,0.41,7.16B,-20.42,0.98,,,,MOTOR VEHICLE PARTS & ACCESSORIES,"Volume,Beta,MA50x200"
ALT,2025-09-26,4.0,2.04,353.03M,-43.74,1.81,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
ALTG,2025-09-26,7.2,0.84,230.75M,9.92,1.57,,,,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,"Volume,MarketCap,StochRSI"
ALTI,2025-09-26,3.68,-0.27,373.68M,-16.17,1.08,,,,INVESTMENT ADVICE,"Universe,Volume,MarketCap,StochRSI"
ALTO,2025-09-26,1.09,1.87,84.36M,-35.5,1.34,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,StochRSI,MA50x200"
ALTS,2025-09-26,3.1,1.31,387.33M,-39.81,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta,MA50x200"
ALUR,2025-09-26,2.09,5.03,16.22M,-79.96,1.4,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
ALV,2025-09-26,125.19,1.62,9.62B,35.62,1.07,,,,MOTOR VEHICLE PARTS & ACCESSORIES,Volume
ALVO,2025-09-26,8.34,2.71,2.60B,-36.63,0.56,,,,Alvotech is an integrated biopharmaceutical company committed to developing and manufacturing high-quality biosimilar medicines for patients globally. its purpose is to improve the health and quality of life of patients around the world by improving access to treatments for various diseases.,"Volume,MarketCap,Beta,StochRSI,MA50x200"
ALX,2025-09-26,235.32,-0.9,1.20B,19.93,0.64,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta"
ALXO,2025-09-26,1.87,4.47,100.14M,19.87,1.42,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
ALZN,2025-09-26,2.41,2.12,7.57M,-77.69,0.98,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AM,2025-09-26,19.58,0.2,9.37B,26.49,0.8,,,,NATURAL GAS TRANSMISSION,"Beta,StochRSI"
AMAL,2025-09-26,27.69,0.98,833.72M,-16.52,0.91,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta,MA50x200"
AMAT,2025-09-26,203.92,2.16,162.45B,24.44,1.83,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AMBA,2025-09-26,83.28,-0.14,3.56B,12.39,2.15,,,,SEMICONDUCTORS & RELATED DEVICES,Volume
AMBC,2025-09-26,9.54,2.36,442.67M,-23.13,0.73,,,,SURETY INSURANCE,"Volume,MarketCap,Beta,StochRSI"
AMBI,2025-09-26,1.26,-24.56,69.84M,-76.45,0.8,,,,"Ambipar Emergency Response is a environmental, emergency response and industrial field service provider in Brazil with presence in 16 countries in Latin America, North America, Europe, Africa and Antarctica. The company provides customers with a full suite of environmental services organized around prevention, training and emergency response on all transportation modes. The portfolio includes a broad variety of services such as environmental remediation, industrial field services, industrial cleaning of chemical and non-chemical products and of hazardous and non-hazardous waste, consulting services focused on accident prevention and environmental licensing.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AMBP,2025-09-26,3.94,2.6,2.35B,32.66,0.84,,,,"Ardagh Metal Packaging SA is a supplier of infinitely recyclable, sustainable, metal beverage cans and ends to brand owners. The company deals with multiple categories of products including beer, carbonated soft drinks, energy drinks, hard seltzers, juices, pre-mixed cocktails, teas, sparkling waters, and wine. Its segment includes Europe and the Americas. It derives a majority of its revenue from the Americas.","Universe,Volume,MarketCap,Beta,StochRSI"
AMBQ,2025-09-26,30.08,-0.99,548.52M,-21.93,,,,,SEMICONDUCTORS & RELATED DEVICES,"Volume,MarketCap,Beta"
AMC,2025-09-26,2.89,2.12,1.48B,-28.11,1.5,,,,SERVICES-MOTION PICTURE THEATERS,"Universe,MarketCap,StochRSI,MA50x200"
AMCR,2025-09-26,8.05,1.0,18.58B,-13.9,0.74,,,,MISCELLANEOUS MANUFACTURING INDUSTRIES,"Beta,MA50x200"
AMCX,2025-09-26,8.33,3.09,361.39M,-16.53,1.34,,,,CABLE & OTHER PAY TELEVISION SERVICES,"Volume,MarketCap"
AMD,2025-09-26,159.46,-1.12,258.78B,32.19,2.01,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AME,2025-09-26,186.38,1.08,43.05B,4.51,0.88,,,,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","Volume,Beta"
AMG,2025-09-26,239.04,0.58,6.79B,27.9,1.1,,,,INVESTMENT ADVICE,Volume
AMGN,2025-09-26,272.98,0.66,146.96B,5.28,0.51,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Beta,StochRSI,MA50x200"
AMH,2025-09-26,32.62,0.03,12.10B,-11.24,0.72,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,MA50x200"
AMIX,2025-09-26,1.05,1.94,6.24M,-68.84,,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AMKR,2025-09-26,29.02,-0.46,7.17B,11.59,1.86,,,,SEMICONDUCTORS & RELATED DEVICES,StochRSI
AMLX,2025-09-26,14.52,5.07,1.55B,271.36,1.29,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,YTD,StochRSI"
AMN,2025-09-26,18.87,5.36,723.18M,-23.14,0.77,,,,SERVICES-HELP SUPPLY SERVICES,"Volume,MarketCap,Beta,MA50x200"
AMOD,2025-09-26,1.08,-0.92,45.32M,-63.64,,,,,PATENT OWNERS & LESSORS,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
AMP,2025-09-26,499.29,1.49,47.07B,-5.79,1.13,,,,INVESTMENT ADVICE,"Volume,StochRSI,MA50x200"
AMPG,2025-09-26,3.84,-4.0,79.00M,-23.35,1.32,,,,"COMMUNICATIONS EQUIPMENT, NEC","Universe,Volume,MarketCap"
AMPH,2025-09-26,26.85,1.86,1.25B,-26.16,0.71,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,MA50x200"
AMPL,2025-09-26,11.38,-1.81,1.51B,6.36,1.68,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,StochRSI"
AMPX,2025-09-26,10.93,-1.26,1.37B,282.17,1.82,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","MarketCap,YTD,StochRSI"
AMPY,2025-09-26,6.07,3.94,245.63M,-0.49,1.02,,,,CRUDE PETROLEUM & NATURAL GAS,"Volume,MarketCap,StochRSI"
AMR,2025-09-26,162.65,-0.81,2.12B,-19.36,0.96,,,,BITUMINOUS COAL & LIGNITE SURFACE MINING,"Volume,MarketCap,Beta,StochRSI"
AMRC,2025-09-26,34.79,-0.14,1.83B,38.39,1.98,,,,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,"Volume,MarketCap,StochRSI"
AMRK,2025-09-26,26.65,3.37,656.64M,-4.07,0.85,,,,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS","Volume,MarketCap,Beta"
AMRX,2025-09-26,9.75,1.56,3.06B,25.64,1.31,,,,PHARMACEUTICAL PREPARATIONS,Volume
AMRZ,2025-09-26,47.67,0.65,26.37B,-8.31,,,,,"CEMENT, HYDRAULIC",Beta
AMS,2025-09-26,2.9,-4.61,18.88M,-7.35,0.3,,,,SERVICES-MEDICAL LABORATORIES,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
AMSC,2025-09-26,58.57,1.06,2.65B,129.24,2.51,,,,MOTORS & GENERATORS,"Volume,MarketCap,YTD"
AMSF,2025-09-26,43.77,1.55,831.22M,-14.58,0.44,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,StochRSI,MA50x200"
AMST,2025-09-26,3.15,0.32,14.40M,-28.57,0.95,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta"
AMT,2025-09-26,194.27,0.29,90.97B,7.31,0.48,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,StochRSI,MA50x200"
AMTB,2025-09-26,19.94,-0.8,832.48M,-7.51,1.16,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap"
AMTM,2025-09-26,22.57,0.94,5.49B,4.2,,,,,"SERVICES-BUSINESS SERVICES, NEC","Beta,StochRSI"
AMTX,2025-09-26,2.54,9.01,160.63M,-9.93,2.33,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,StochRSI"
AMWD,2025-09-26,69.4,6.16,1.01B,-11.88,1.41,,,,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS","Volume,MarketCap"
AMWL,2025-09-26,6.2,1.31,100.14M,-11.93,1.84,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,MA50x200"
AMZE,2025-09-26,2.82,-9.32,16.43M,-79.9,,,,,RETAIL-EATING PLACES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
AMZN,2025-09-26,219.78,0.75,2.34T,-0.2,1.49,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,
AN,2025-09-26,217.66,0.75,8.21B,30.38,1.12,,,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Volume
ANAB,2025-09-26,23.58,6.99,659.60M,76.5,0.95,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,YTD,StochRSI"
ANDE,2025-09-26,40.63,2.37,1.39B,1.32,0.87,,,,WHOLESALE-FARM PRODUCT RAW MATERIALS,"Volume,MarketCap,Beta,StochRSI"
ANEB,2025-09-26,2.4,-1.64,98.60M,51.9,0.39,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI"
ANET,2025-09-26,142.5,-0.39,179.10B,27.47,1.74,,,,COMPUTER COMMUNICATIONS EQUIPMENT,
ANF,2025-09-26,85.89,-2.24,4.04B,-43.95,1.4,,,,RETAIL-FAMILY CLOTHING STORES,StochRSI
ANGH,2025-09-26,2.95,-1.01,19.73M,-63.12,0.57,,,,"Anghami Inc is a digital music entertainment technology platform in the Middle East and North Africa, with a catalog of songs. The company features licensed content from Arabic labels, independent artists, and distributors. It also features music from International labels such as Universal, Sony, and Warner Music. It generates the majority of its revenue from subscriptions.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
